,Company,Target ID,Target,Year,PE_Firm,PE-backed,reprisk_id,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,headquarter_country_code,sectors
4571,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2014,[],0,41106,0,0,0,,AA,23,0%,0%,0%,US,Banks
4572,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2015,[],0,41106,18,-1,32,2015-06-08,A,22,0%,0%,100%,US,Banks
4573,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2016,[],0,41106,1,-1,32,2015-06-08,A,22,0%,0%,100%,US,Banks
4574,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2017,[],0,41106,0,0,18,2016-01-01,AA,23,0%,0%,0%,US,Banks
4575,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2018,[],0,41106,0,0,1,2016-12-31,AA,24,0%,0%,0%,US,Banks
4576,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2019,[],0,41106,0,0,0,,AA,24,0%,0%,0%,US,Banks
4577,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",4054977,"Bancorp Rhode Island, Inc. (NASDAQGS:BARI)",2020,[],0,41106,0,0,0,,AA,27,0%,0%,0%,US,Banks
4578,Bank of Blue Valley,1012340,Bank of Blue Valley,2007,[],0,106378,0,0,0,,AA,24,0%,0%,0%,US,Banks
4579,Bank of Blue Valley,1012340,Bank of Blue Valley,2008,[],0,106378,0,0,0,,AA,24,0%,0%,0%,US,Banks
4580,Bank of Blue Valley,1012340,Bank of Blue Valley,2009,[],0,106378,0,0,0,,AA,21,0%,0%,0%,US,Banks
4581,Bank of Blue Valley,1012340,Bank of Blue Valley,2010,[],0,106378,0,0,0,,AA,21,0%,0%,0%,US,Banks
4582,Bank of Blue Valley,1012340,Bank of Blue Valley,2011,[],0,106378,0,0,0,,AA,21,0%,0%,0%,US,Banks
4583,Bank of Blue Valley,1012340,Bank of Blue Valley,2012,[],0,106378,0,0,0,,AA,22,0%,0%,0%,US,Banks
4584,Bank of Blue Valley,1012340,Bank of Blue Valley,2013,[],0,106378,14,-1,32,2013-03-13,A,23,0%,0%,100%,US,Banks
4585,Bank of Blue Valley,1012340,Bank of Blue Valley,2014,[],0,106378,0,0,32,2013-03-13,A,23,0%,0%,100%,US,Banks
4586,Bank of Blue Valley,1012340,Bank of Blue Valley,2015,[],0,106378,0,0,14,2013-12-31,AA,22,0%,0%,0%,US,Banks
4587,Bank of Blue Valley,1012340,Bank of Blue Valley,2016,[],0,106378,0,0,0,2014-10-01,AA,22,0%,0%,0%,US,Banks
4588,Bank of Blue Valley,1012340,Bank of Blue Valley,2017,[],0,106378,0,0,0,,AA,23,0%,0%,0%,US,Banks
4589,Bank of Blue Valley,1012340,Bank of Blue Valley,2018,[],0,106378,0,0,0,,AA,24,0%,0%,0%,US,Banks
4590,Bank of Blue Valley,1012340,Bank of Blue Valley,2019,[],0,106378,0,0,0,,AA,24,0%,0%,0%,US,Banks
4591,Bank of Blue Valley,1012340,Bank of Blue Valley,2020,[],0,106378,0,0,0,,AA,27,0%,0%,0%,US,Banks
4592,Banner Bank,1008404,Banner Bank,2007,[],0,149831,0,0,0,,AA,24,0%,0%,0%,US,Banks
4593,Banner Bank,1008404,Banner Bank,2008,[],0,149831,0,0,0,,AA,24,0%,0%,0%,US,Banks
4594,Banner Bank,1008404,Banner Bank,2009,[],0,149831,0,0,0,,AA,21,0%,0%,0%,US,Banks
4595,Banner Bank,1008404,Banner Bank,2010,[],0,149831,0,0,0,,AA,21,0%,0%,0%,US,Banks
4596,Banner Bank,1008404,Banner Bank,2011,[],0,149831,0,0,0,,AA,21,0%,0%,0%,US,Banks
4597,Banner Bank,1008404,Banner Bank,2012,[],0,149831,0,0,0,,AA,22,0%,0%,0%,US,Banks
4598,Banner Bank,1008404,Banner Bank,2013,[],0,149831,0,0,0,,AA,23,0%,0%,0%,US,Banks
4599,Banner Bank,1008404,Banner Bank,2014,[],0,149831,25,-5,30,2014-11-27,A,23,0%,0%,0%,US,Banks
4600,Banner Bank,1008404,Banner Bank,2015,[],0,149831,18,-1,30,2014-11-27,A,22,0%,0%,0%,US,Banks
4601,Banner Bank,1008404,Banner Bank,2016,[],0,149831,20,7,25,2015-01-01,AA,22,0%,0%,0%,US,Banks
4602,Banner Bank,1008404,Banner Bank,2017,[],0,149831,12,-1,22,2017-05-23,AA,23,0%,100%,0%,US,Banks
4603,Banner Bank,1008404,Banner Bank,2018,[],0,149831,6,-2,22,2017-05-23,AA,24,0%,100%,0%,US,Banks
4604,Banner Bank,1008404,Banner Bank,2019,[],0,149831,0,0,19,2018-03-07,AA,24,0%,0%,0%,US,Banks
4605,Banner Bank,1008404,Banner Bank,2020,[],0,149831,0,0,6,2019-01-01,AA,27,0%,0%,0%,US,Banks
4606,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2007,[],0,251607,0,0,0,,AA,25,0%,0%,0%,US,Health Care Equipment and Services
4607,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2008,[],0,251607,0,0,0,,AA,22,0%,0%,0%,US,Health Care Equipment and Services
4608,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2009,[],0,251607,0,0,0,,AA,22,0%,0%,0%,US,Health Care Equipment and Services
4609,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2010,[],0,251607,0,0,0,,AAA,19,0%,0%,0%,US,Health Care Equipment and Services
4610,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2011,[],0,251607,0,0,0,,AA,20,0%,0%,0%,US,Health Care Equipment and Services
4611,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2012,[],0,251607,0,0,0,,AA,20,0%,0%,0%,US,Health Care Equipment and Services
4612,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2013,[],0,251607,0,0,0,,AA,23,0%,0%,0%,US,Health Care Equipment and Services
4613,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2014,[],0,251607,0,0,0,,AA,26,0%,0%,0%,US,Health Care Equipment and Services
4614,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2015,[],0,251607,0,0,0,,AA,26,0%,0%,0%,US,Health Care Equipment and Services
4615,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2016,[],0,251607,0,0,0,,AA,25,0%,0%,0%,US,Health Care Equipment and Services
4616,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2017,[],0,251607,13,-2,32,2017-03-07,A,24,0%,50%,50%,US,Health Care Equipment and Services
4617,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2018,[],0,251607,0,0,32,2017-03-07,A,25,0%,50%,50%,US,Health Care Equipment and Services
4618,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2019,[],0,251607,15,-1,26,2019-05-10,A,25,0%,100%,0%,US,Health Care Equipment and Services
4619,"Baystate Health, Inc.",4022867,"Baystate Health, Inc.",2020,[],0,251607,0,0,26,2019-05-10,A,26,0%,100%,0%,US,Health Care Equipment and Services
4620,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2007,[],0,13927,0,0,0,,AA,28,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4621,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2008,[],0,13927,0,0,0,,AA,28,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4622,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2009,[],0,13927,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4623,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2010,[],0,13927,0,0,0,,AA,21,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4624,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2011,[],0,13927,0,0,0,,AA,21,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4625,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2012,[],0,13927,0,0,0,,AA,20,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4626,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2013,[],0,13927,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4627,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2014,[],0,13927,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4628,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2015,[],0,13927,0,0,0,,AA,23,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4629,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2016,[],0,13927,11,-2,32,2016-01-19,A,23,0%,0%,100%,US,Support Services (Industrial Goods and Services)
4630,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2017,[],0,13927,11,-1,32,2016-01-19,A,21,0%,0%,100%,US,Support Services (Industrial Goods and Services)
4631,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2018,[],0,13927,0,0,24,2017-03-09,AA,22,0%,0%,100%,US,Support Services (Industrial Goods and Services)
4632,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2019,[],0,13927,0,0,11,2017-12-31,AA,22,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4633,"BearingPoint, Inc. (OTCPK:BGPT.Q)",4088462,"BearingPoint, Inc. (OTCPK:BGPT.Q)",2020,[],0,13927,0,0,0,2018-08-01,AA,24,0%,0%,0%,US,Support Services (Industrial Goods and Services)
4634,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2007,[],0,13686,0,0,0,,AAA,16,0%,0%,0%,US,Construction and Materials
4635,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2008,[],0,13686,0,0,0,,AAA,19,0%,0%,0%,US,Construction and Materials
4636,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2009,[],0,13686,0,0,0,,AAA,19,0%,0%,0%,US,Construction and Materials
4637,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2010,[],0,13686,36,12,46,2010-08-28,BBB,20,33%,33%,34%,US,Construction and Materials
4638,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2011,[],0,13686,25,-9,46,2010-08-28,BBB,19,13%,13%,74%,US,Construction and Materials
4639,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2012,[],0,13686,9,-1,41,2011-10-01,BBB,19,0%,0%,100%,US,Construction and Materials
4640,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2013,[],0,13686,13,-2,25,2012-01-01,AA,22,0%,0%,100%,US,Construction and Materials
4641,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2014,[],0,13686,19,-1,26,2014-07-18,AA,22,0%,33%,67%,US,Construction and Materials
4642,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2015,[],0,13686,2,-1,26,2014-07-18,AA,21,0%,50%,50%,US,Construction and Materials
4643,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2016,[],0,13686,0,0,19,2015-01-01,AA,20,0%,0%,0%,US,Construction and Materials
4644,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2017,[],0,13686,0,0,2,2016-01-01,AA,21,0%,0%,0%,US,Construction and Materials
4645,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2018,[],0,13686,0,0,0,2016-02-01,AA,22,0%,0%,0%,US,Construction and Materials
4646,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2019,[],0,13686,0,0,0,,AA,22,0%,0%,0%,US,Construction and Materials
4647,"Beazer Homes USA, Inc. (NYSE:BZH)",4089273,"Beazer Homes USA, Inc. (NYSE:BZH)",2020,[],0,13686,0,0,0,,AA,25,0%,0%,0%,US,Construction and Materials
4648,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2007,[],0,1137,24,-1,30,2006-03-01,B,55,17%,67%,16%,US,Construction and Materials | Industrial Engineering
4649,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2008,[],0,1137,22,-1,29,2008-02-18,BBB,31,22%,67%,11%,US,Construction and Materials | Industrial Engineering
4650,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2009,[],0,1137,13,-1,29,2008-02-18,AA,20,40%,60%,0%,US,Construction and Materials | Industrial Engineering
4651,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2010,[],0,1137,0,0,22,2008-12-31,AA,21,100%,0%,0%,US,Construction and Materials | Industrial Engineering
4652,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2011,[],0,1137,25,-5,30,2011-11-28,A,21,20%,80%,0%,US,Construction and Materials | Industrial Engineering
4653,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2012,[],0,1137,21,-1,37,2012-06-12,BBB,29,25%,67%,8%,US,Construction and Materials | Industrial Engineering
4654,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2013,[],0,1137,25,-5,37,2012-06-12,BB,38,31%,54%,15%,US,Construction and Materials | Industrial Engineering
4655,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2014,[],0,1137,40,12,40,2014-12-17,BBB,25,31%,31%,38%,US,Construction and Materials | Industrial Engineering
4656,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2015,[],0,1137,37,4,40,2014-12-17,BB,35,25%,25%,50%,US,Construction and Materials | Industrial Engineering
4657,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2016,[],0,1137,29,4,40,2015-01-01,BB,38,11%,44%,45%,US,Construction and Materials | Industrial Engineering
4658,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2017,[],0,1137,21,7,37,2016-01-01,BBB,30,0%,33%,67%,US,Construction and Materials | Industrial Engineering
4659,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2018,[],0,1137,17,-1,34,2018-03-29,BBB,31,22%,33%,45%,US,Construction and Materials | Industrial Engineering
4660,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2019,[],0,1137,17,-1,34,2018-03-29,BBB,32,27%,45%,28%,US,Construction and Materials | Industrial Engineering
4661,"Bechtel Group, Inc.",4004245,"Bechtel Group, Inc.",2020,[],0,1137,25,-9,36,2020-11-13,BBB,25,23%,38%,39%,US,Construction and Materials | Industrial Engineering
4662,Becker Capital Management Inc,110902,Becker Capital Management Inc,2007,[],0,149832,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
4663,Becker Capital Management Inc,110902,Becker Capital Management Inc,2008,[],0,149832,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
4664,Becker Capital Management Inc,110902,Becker Capital Management Inc,2009,[],0,149832,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
4665,Becker Capital Management Inc,110902,Becker Capital Management Inc,2010,[],0,149832,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
4666,Becker Capital Management Inc,110902,Becker Capital Management Inc,2011,[],0,149832,0,0,0,,AAA,19,0%,0%,0%,US,Financial Services
4667,Becker Capital Management Inc,110902,Becker Capital Management Inc,2012,[],0,149832,0,0,0,,AA,20,0%,0%,0%,US,Financial Services
4668,Becker Capital Management Inc,110902,Becker Capital Management Inc,2013,[],0,149832,0,0,0,,AA,22,0%,0%,0%,US,Financial Services
4669,Becker Capital Management Inc,110902,Becker Capital Management Inc,2014,[],0,149832,18,-2,20,2014-11-07,AA,22,0%,0%,0%,US,Financial Services
4670,Becker Capital Management Inc,110902,Becker Capital Management Inc,2015,[],0,149832,2,-1,20,2014-11-07,AA,21,0%,0%,0%,US,Financial Services
4671,Becker Capital Management Inc,110902,Becker Capital Management Inc,2016,[],0,149832,20,20,20,2016-12-08,AA,21,0%,0%,0%,US,Financial Services
4672,Becker Capital Management Inc,110902,Becker Capital Management Inc,2017,[],0,149832,3,-1,20,2016-12-08,AA,22,0%,0%,0%,US,Financial Services
4673,Becker Capital Management Inc,110902,Becker Capital Management Inc,2018,[],0,149832,0,0,20,2016-12-31,AA,23,0%,0%,0%,US,Financial Services
4674,Becker Capital Management Inc,110902,Becker Capital Management Inc,2019,[],0,149832,0,0,3,2017-12-31,AA,23,0%,0%,0%,US,Financial Services
4675,Becker Capital Management Inc,110902,Becker Capital Management Inc,2020,[],0,149832,0,0,0,2018-01-31,AA,26,0%,0%,0%,US,Financial Services
4676,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2007,[],0,648045,0,0,0,,AA,27,0%,0%,0%,US,Insurance
4677,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2008,[],0,648045,0,0,0,,AA,27,0%,0%,0%,US,Insurance
4678,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2009,[],0,648045,0,0,0,,AA,22,0%,0%,0%,US,Insurance
4679,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2010,[],0,648045,0,0,0,,AA,22,0%,0%,0%,US,Insurance
4680,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2011,[],0,648045,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
4681,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2012,[],0,648045,0,0,0,,AA,20,0%,0%,0%,US,Insurance
4682,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2013,[],0,648045,0,0,0,,AA,21,0%,0%,0%,US,Insurance
4683,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2014,[],0,648045,0,0,0,,AA,21,0%,0%,0%,US,Insurance
4684,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2015,[],0,648045,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
4685,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2016,[],0,648045,0,0,0,,AAA,19,0%,0%,0%,US,Insurance
4686,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2017,[],0,648045,0,0,0,,AA,21,0%,0%,0%,US,Insurance
4687,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2018,[],0,648045,0,0,0,,AA,21,0%,0%,0%,US,Insurance
4688,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2019,[],0,648045,25,-3,32,2019-11-08,A,21,0%,0%,100%,US,Insurance
4689,Benefits Consulting Associates Inc.,4242484,Benefits Consulting Associates Inc.,2020,[],0,648045,8,-1,32,2019-11-08,A,25,0%,0%,100%,US,Insurance
4690,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2007,[],0,645,38,-5,45,2007-10-30,B,43,29%,71%,0%,US,Insurance | Financial Services
4691,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2008,[],0,645,25,1,45,2007-10-30,B,43,41%,56%,3%,US,Insurance | Financial Services
4692,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2009,[],0,645,21,-1,42,2008-01-15,B,41,56%,41%,3%,US,Insurance | Financial Services
4693,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2010,[],0,645,26,2,38,2009-02-23,A,21,57%,39%,4%,US,Insurance | Financial Services
4694,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2011,[],0,645,36,3,50,2011-06-26,BB,20,49%,43%,8%,US,Insurance | Financial Services
4695,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2012,[],0,645,32,0,54,2012-05-08,BB,19,44%,41%,15%,US,Insurance | Financial Services
4696,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2013,[],0,645,40,2,55,2013-09-12,BB,21,46%,37%,17%,US,Insurance | Financial Services
4697,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2014,[],0,645,33,-3,55,2013-09-12,BB,21,47%,38%,15%,US,Insurance | Financial Services
4698,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2015,[],0,645,46,-6,60,2015-10-28,B,20,43%,42%,15%,US,Insurance | Financial Services
4699,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2016,[],0,645,25,-6,60,2015-10-28,B,21,42%,45%,13%,US,Insurance | Financial Services
4700,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2017,[],0,645,28,-4,45,2016-01-01,BBB,22,41%,34%,25%,US,Insurance | Financial Services
4701,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2018,[],0,645,23,0,47,2018-04-26,BBB,22,44%,40%,16%,US,Insurance | Financial Services
4702,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2019,[],0,645,42,-12,56,2019-10-01,BB,23,38%,51%,11%,US,Insurance | Financial Services
4703,Berkshire Hathaway Inc. (NYSE:BRK.A),103462,Berkshire Hathaway Inc. (NYSE:BRK.A),2020,[],0,645,25,-2,56,2019-10-01,B,25,34%,43%,23%,US,Insurance | Financial Services
4704,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2007,[],0,1369,22,-1,40,2007-08-20,BBB,25,50%,50%,0%,US,Retail
4705,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2008,[],0,1369,30,23,40,2007-08-20,BBB,25,50%,25%,25%,US,Retail
4706,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2009,[],0,1369,10,-1,33,2008-12-11,A,22,50%,0%,50%,US,Retail
4707,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2010,[],0,1369,16,-1,32,2010-04-30,A,20,0%,100%,0%,US,Retail
4708,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2011,[],0,1369,24,-1,35,2011-06-28,BBB,28,0%,100%,0%,US,Retail
4709,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2012,[],0,1369,24,-1,35,2011-06-28,A,19,12%,88%,0%,US,Retail
4710,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2013,[],0,1369,18,-1,28,2012-06-26,AA,21,20%,60%,20%,US,Retail
4711,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2014,[],0,1369,16,-2,32,2014-05-13,A,21,0%,40%,60%,US,Retail
4712,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2015,[],0,1369,26,-2,32,2014-05-13,A,19,0%,67%,33%,US,Retail
4713,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2016,[],0,1369,28,-12,53,2016-10-18,BB,23,25%,50%,25%,US,Retail
4714,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2017,[],0,1369,23,-1,53,2016-10-18,B,27,43%,29%,28%,US,Retail
4715,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2018,[],0,1369,25,5,35,2017-03-14,BBB,29,11%,78%,11%,US,Retail
4716,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2019,[],0,1369,16,-1,36,2019-02-12,BBB,26,0%,75%,25%,US,Retail
4717,"Best Buy Co., Inc. (NYSE:BBY)",4095864,"Best Buy Co., Inc. (NYSE:BBY)",2020,[],0,1369,22,-2,36,2019-02-12,BBB,31,0%,63%,37%,US,Retail
4718,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2007,[],0,64413,0,0,0,,AA,25,0%,0%,0%,US,Travel and Leisure
4719,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2008,[],0,64413,0,0,0,,AAA,17,0%,0%,0%,US,Travel and Leisure
4720,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2009,[],0,64413,0,0,0,,AAA,17,0%,0%,0%,US,Travel and Leisure
4721,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2010,[],0,64413,0,0,0,,AAA,16,0%,0%,0%,US,Travel and Leisure
4722,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2011,[],0,64413,0,0,0,,AA,20,0%,0%,0%,US,Travel and Leisure
4723,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2012,[],0,64413,23,-1,32,2012-09-26,A,20,0%,0%,100%,US,Travel and Leisure
4724,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2013,[],0,64413,6,-1,32,2012-09-26,A,20,0%,0%,100%,US,Travel and Leisure
4725,Biglari Holdings Inc. (NYSE:BH.A),4398473,Biglari Holdings Inc. (NYSE:BH.A),2014,[],0,64413,0,0,23,2012-12-31,AA,20,0%,0%,0%,US,Travel and Leisure
